unique_ID,aine_kood,nimi_et,nimi_en,eap,semester,hindamisviis,keel,linn,oppeaste,veebiope,eeldusained,kirjeldus,eesmargid,opivaljundid,hindamise_info
P2VK.02.057,P2VK.02.057,Rütmika I,Rhythmics I,3.0,sügis,"Eristav (A, B, C, D, E, F, mi)",eesti keel,Viljandi linn,rakenduskõrgharidusõpe,lähiõpe,,Praktikumides antakse teoreetilised teadmised ja praktilised oskused rütmikombinatsioonide omandamiseks.,"Rütmika aine  eesmärgiks on anda teadmisi ning arendada välja nii individuaalset kui grupisisest rütmitunnet, parandada oskust lugeda-kirjutada ja mäletada rütme.","Rütmika kursuse edukal läbimisel üliõpilane valdab: erinevaid rütmikombinatsioone erinevates taktimõõtudes, nii nooditeksti lugedes, nooditeksti kirja pannes, mälupõhiselt imiteerides, mistahes instrumendil või kehakoordinatsiooni kasutades",Arvestusel käsitletakse kursuse jooksul läbitud harjutusi ja rütme.
FLAJ.02.137,FLAJ.02.137,Digitaalne arhiivindus ja dokumendihaldus,Digital Archives and Records Management,3.0,kevad,"Eristamata (arv, m.arv, mi)",eesti keel,,magistriõpe,veebiõpe,,"Käsitletakse digitaalse arhiveerimise ja elektroonilise dokumendihalduse mitmekülgsust ja keerukust. Tegeldakse järgmiste teemadega: 
*	teoreetilised ja tehnoloogilised alused; 
*	valdkonna põhiprintsiibid; 
*	rahvusvahelised standardid ja Eesti regulatsioonid; 
*	aktuaalsed tehnoloogilised lahendused.",Kujundada baasteadmised digitaalse arhiveerimise ja dokumendihalduse kaasaegsetest meetoditest ja tehnoloogilistest lahendustest.,"Õppeaine läbinud üliõpilane:, *	teab digitaalse arhiveerimise teoreetilisi ja tehnoloogilisi aluseid;, *	teab elektroonilise dokumendihalduse põhiprintsiipe;, *	omab ülevaadet peamistest digitaalse arhiveerimise ja elektroonilise dokumendihaldusega seotud rahvusvahelistest standarditest;, *	omab ülevaadet tuntumatest tehnoloogilistest lahendustest digitaalses arhiveerimises ja elektroonilises dokumendihalduses.",Positiivse tulemuse saamiseks peab testide aritmeetiline keskmine olema suurem või võrdne kui 51 % maksimumist.
P2OG.02.216,P2OG.02.216,Inimõiguste praktika,Human Rights Law Practice,6.0,kevad,"Eristamata (arv, m.arv, mi)",inglise keel,Tartu linn,magistriõpe,lähiõpe,P2OG.02.194 (Inimõigused),"The practice must involve the accomplishment of law-related tasks (focusing either on international law or human rights aspects), under the supervision of a person preferably with master's degree in law (as immediate supervisor). The student must follow the internal rules applicable at the place of practice.

After completing his/her practice, two reports have to be submitted to the Programme management:
- one assessment by the supervisor, describing the student's tasks and his/her performance, mentioning whether the student had the necessary theoretical background and whether he/she was able to apply them in practice, whether the student was able to integrate in a team and work with the others etc. This report has to be signed digitally and send to the programme's secretariat or signed and sent in sealed envelope to the School of Law in Tallinn).
- one self-assessment by the student, explaining where the practice was done, what legal tasks were performed during the practice, what were the benefits of the practice, reflecting on his/her learning achievements (to submit by e-mail to the secretariat of the programme).

There is no specific template for the reports, but please turn to the Programme Director for advice.

The Programme Director will evaluate the reports and decide upon awarding the corresponding 6 ECTS, either as practice in international law (P2OG.02.215) or practice in human rights (P2OG.02.216). If necessary, a meeting to discuss the practice results is organised.","Each student in the Master Programme in International Law and Human Rights must complete a practice (internship) in the field of international law or human rights depending on his/her preferences and the availability of practice positions. The goal of the module is to give the student a possibility to deepen and apply the knowledge of international law or human rights, acquired during the studies, and to gain practical professional skills and experience. Place of Practice: the practice must be performed within an institution (e.g. ministry, inter- or non-governmental organisation, company) that deals with the legal issues related to international law or human rights. In order to avoid later problems, the student ought to consult on beforehand with the Programme Director  the suitability of the institution as a place of practice. Duration: The practice must last at least four full-time weeks (6 ECTS). One ECTS corresponds to 26 hours of studies performed by a student. 4 weeks imply an effort of 156 hours. The student may perform his/her practice during the study time, provided that it does not conflict with other study obligations. NB. For students who pass the course ""Human Rights and Education"" (P2OG.02.219), a special module of practice is organised, which involves teaching human rights. This will be credited under P2OG.02.216. For more details contact elizabeth.kasa-malksoo@ut.ee","The student who has completed the module:, *	Has deepened and supplemented the knowledge of international law or human rights, acquired during the studies;, *	Has applied acquired knowledge in different practical situations;, *	Has developed practical skills to solve more complex legal problems and draft legal documents;, *	Has improves team-work and communication skills;, *	Has familiarised himself/herself with the culture, ethics and customs of professional organisations, and observes them during the practical training., **     Has developed an understanding of how to design and deliver a coherent teaching module, taking into account the learners' needs and developing accordingly learning objectives, teaching content and materials, appropriate methods, evaluation (only for for students who continue with Human Rights and Education), The student chooses one practice according to his/her preferences:, 1.	International Law Practice (P2OG.02.215), 2.	Human Rights Law Practice (P2OG.02.216), The final result of practice is either passed or not passed.",
ARST.01.119,ARST.01.119,Eristamatud täidised esihammastele,Invisible Restoration for Anterior Teeth,1.0,kevad,"Eristamata (arv, m.arv, mi)",eesti keel,Tartu linn,integreeritud bakalaureuse- ja magistriõpe,lähiõpe,,"Selle kursuse käigus õpitakse detailselt tundma esihammaste morfoloogiat; teostama järjest keerukamaid hamba kõvakudede defektide taastamise protseduure kasutades kõrge esteetikaga restauratiivset süsteemi Enamel Plus HR. Praktikumis on vaja valmistada komposiit täidismaterjalist hammas, mis on eristamatu ehtsast hambast. Arvestusliku nõudena valminud tööd hindab komisjon ja parim töö suunatakse rahvusvahelisele konkursile.",Õppida tundma hamba kõvakudede struktuurist tingitud optilisi ja mehaanilisi omadusi ning eristamatu restauratsiooni taastamise võimalusi,Selle kursuse käigus õpitakse hammaste esteetilise taastamise põhimõtteid ja keerukamaid tehnikaid.,Praktiliste tööde sooritamine vastavalt nõuetele.
LTOM.02.053,LTOM.02.053,Ruumiandmete analüüs,Spatial Data Analysis,6.0,kevad,"Eristav (A, B, C, D, E, F, mi)",eesti keel,Tartu linn,"magistriõpe, doktoriõpe",põimõpe,,"Ülevaatekursus geoinformaatikas kasutatavatest ruumianalüüsimeetoditest, mis leiavad rakendamist erinevates geograafiaga seotud valdkondades. Kursuse praktikumide käigus leitakse lahendusi mitmetele geoinformaatilistele probleemülesannetele.
Kursus eeldab, et tudengil on varasem kogemus mõne GIS-programmiga (ArcGIS, QGIS).","Saada ülevaade kaasaegsetest ruumiandmete analüüsi meetoditest, anda praktiline kogemus nende paremaks mõistmiseks.","Õppeaine läbinud õppija:, Õppeaine edukalt läbinud geograafiaüliõpilane omab süstemaatilist ülevaadet ruumiandmete analüüsi põhilistest ideedest ning meetoditest praktiliste ülesannete lahendamisel. Üliõpilane on võimeline seostama ruumiandmete analüüsi meetodeid oma magistritööga.
(Detailid Moodles)","30% praktikumitööde hinne
20% lõpuprojekti/ettekanne hinne
50% kirjaliku kontrolltöö hinne"
FLEE.04.209,FLEE.04.209,Eesti keele sõnavara,Estonian Vocabulary,2.0,kevad,"Eristav (A, B, C, D, E, F, mi)",eesti keel,Tartu linn,bakalaureuseõpe,põimõpe,,Tutvutakse leksikoloogia ja leksikograafia põhimõistetega ja eesti keele sõnavara struktuuriga. Praktiliste harjutuste käigus laiendatakse teadmisi eesti keele sõnavara osas.,"Tutvuda leksikoloogia põhimõistete, eesti keele sõnavara jagunemise, leksikaalsete suhete ja sissejuhatusega leksikograafiasse. Praktiliste harjutuste käigus laiendada teadmisi eesti keele sõnavara osas.","Üliõpilane, 1) omab ülevaadet leksikograafia ja leksikoloogia põhimõistetest;, 2) tunneb sõnade leksikaalseid suhteid: sünonüümid, antonüümid, homonüümid jne;, 3) oskab kasutada põhilisi sõnamoodustusmalle;, 4) arendab praktiliste harjutuste käigus oma sõnavara.",Lõplik tulemus kujuneb kirjalikul eksamil.
FLLC.03.003,FLLC.03.003,Prantsuse keele didaktika I,Didactics of the French Language I,3.0,kevad,"Eristav (A, B, C, D, E, F, mi)",eesti keel,,magistriõpe,põimõpe,,"Õpitakse tundma ja analüüsitakse erinevaid prantsuse keele õpetamise meetodeid ja tehnikaid erinevate osaoskuste (kuulamine, lugemine, kõnelemine, kirjutamine) arendamiseks. Õpitakse analüüsima prantsuse keele õppevahendeid ning kasutama neid õpetamistegevuses ning analüüsitakse erinevaid prantsuse keele tunni läbiviimise mudeleid. Tutvutakse prantsuse keele õpetamise olukorraga Eesti koolides, prantsuse keele ainekavadega ja riigieksami nõuetega. Töö toimub seminarivormis üliõpilaste iseseisva ja rühmatööna.",Prantsuse keele õpetamise meetodite analüüsimine ja omandamine,"Õppeaine läbinud õppija:, Aine edukalt läbinud üliõpilane tunneb põhilisi suundi prantsuse keele õpetamise metoodikas ning erinevate metoodikate raames rakendatavaid tehnikaid erinevate osaoskuste arendamiseks; oskab analüüsida prantsuse keele õppevahendeid nende metoodikast lähtuvalt ning rakendada neid tunni läbiviimisel; on kursis prantsuse keele õpetamise olukorraga Eestis, tunneb prantsuse keele ainekava ja omab ülevaadet riiklike eksamite põhinõuetest.","Jooksvate praktiliste tööde sooritamine 40%
Õpimapp 60%

Completion of regular home assignments 40%
Portfolio 60%"
KKSP.02.035,KKSP.02.035,Liikumisõpetus koolieelses eas,Pre-school Physical Education,3.0,kevad,"Eristamata (arv, m.arv, mi)",eesti keel,Tartu linn,bakalaureuseõpe,põimõpe,,"Õppeaine keskendub sellele, et õppija saaks vajalikud oskused ja teadmised tööks koolieelses eas lastega liikumistegevuste läbi viimisel erinevates keskkondades.  Aine koosneb nii teoreetilisest kui ka praktilisest osast.",Õppija omandab teadmised ja oskused eelkooliealiste laste liikumistegevuste läbi viimiseks ja  erinevate mõistete ja teemade lõimimiseks liikumistegevustesse.,"Õppeaine läbinud üliõpilane: , Mõistab liikumistegevuste valiku ja korraldamise põhialuseid koolieelses eas, Oskab luua seoseid liikumistegevuste ja teiste ainevaldkondade mõistete vahel., Planeerib liikumistegevuse vastavalt etteantud teemal ja vanusele. , Oskab korraldada ja läbiviia eesmärgistatud liikumistegevusi., Mõistab mitmekülgsete liikumisoskuste põhialuseid, nende arendamise võimalusi ja ealisi iseärasusi. , Annab hinnangu enda tegevusele liikumistegevuste läbiviijana eelkooliealistele lastele. ",Aktiivne osavõtt kõikidest seminaridest ja praktikumidest. Positiivselt sooritatud iseseisvad tööd. Positiivselt sooritatud lõputöö.
LTAT.02.005,LTAT.02.005,Hägus loogika ja ligikaudsed arvutusmeetodid,Fuzzy Logic and Soft Computing,6.0,kevad,"Eristamata (arv, m.arv, mi)",inglise keel,,"magistriõpe, doktoriõpe",veebiõpe,,"Hägus loogika on kujunenud tõhusaks vahendiks probleemide lahendamisel erinevates valdkondades. Selle sünergiline kasutamine koos neuroarvutustega ja evolutsiooniliste tehnikatega võimaldab luua töökindlaid intelligentseid süsteeme. Sellist erinevate meetodite kombinatsiooni tuntakse ka kui ligikaudseid arvutusmeetodeid. Käesolev kursus tutvustab erinevaid ligikaudsete arvutusmeetodeid nt nn klassikalised hägusloogika süsteemid, hägusad neurosüsteemid, granulaarne arvutamine. Granulaarne arvutamine on uus neuroarvutuste paradigma, mis võimaldab luua täpsemaid ja
paremini tõlgendatavaid mudeleid. Kursuse käigus võrreldakse ka üksikute ja kombineeritud tehnikate
kasutamise tulemusi praktilistes olukordades.","Tutvustada tudengitele peamiseid teemasi ja arenguid hägusa loogika ja ligikaudse arvutusmeetodite valkdonnas (nt neuro-hägusad süsteemid, evolutsioonilised tehnikad, granulaarne arvutamine)
Õpetada tudengitele ligikaudsete arvutusmeetodite eesmärke ja tehnikaid Õpetada tudengitele nende tehnikate kasutamist erinevate tüüpprobleemide lahendamisel.","Kursuse läbinud üliõpilane:, -Oskab kirjeldada ja argumenteerida hajusa loogika ja ligikaudsete arvutusmeetodite teemadel;, -Oskab kasutada vähemalt kahte ligikaudse arvutuse meetodit;, -Oskab valida ja rakendada sobivat ligikaudse arvutamise meetodit probleemi lahendamiseks.","Required:
- 2 mini-tests (up to 12 points, no time constraints, no penalties),
- 1 homework assignment (up to 14 points),
- 1 short presentation (up to 14 points),
- final project (up to 30 points).
To pass: 51 points"
MTMS.02.040,MTMS.02.040,Informatsiooniteooria,Information Theory,3.0,kevad,"Eristamata (arv, m.arv, mi)",eesti keel,Tartu linn,bakalaureuseõpe,lähiõpe,(MTMS.02.001 (Tõenäosusteooria I) VÕI MTMS.02.059 (Tõenäosusteooria ja matemaatiline statistika) VÕI MTMS.02.049 (Tõenäosusteooria ja statistika I)),"Informatsiooniteooria algkursus, milles õpitakse põhimõisteid (entroopia, Kullback-Leibleri kaugus, vastastikune informatsioon jne) ning peamisi tulemusi: Fano võrratus, kodeermisteoreemid, Krafti võrratus, AEP-omadus, kanaliteoreemid. Samuti tutvutakse ergoodilise teooria alustega ning universaalsete koodidega. Aine lõpeb põhimõistete üldistustega pidevatele juhuslikele suurustele  ning maksimaalse entroopia printsiibi tutvustamisega.","Informatsiooniteooria algkursus, mille eesmärk on põhimõistete ja peamiste tulemuste tuvustamine rõhuasetusega rakendustele tõenäosusteoorias ja matemaatilises statistikas. Kaasaegne teoreetiline statistika tugineb üha enam erinevatele matemaatika-valdkondale, sealhulgas ka informatsiooniteooriale.","Aine läbinud üliõpilane 
- tunneb informatsiooniteooria põhimõisteid;
- teab kodeerimisteooria aluseid ja peamisi sellealaseid tulemusi;
- oskab rakendada kodeerimisteooriat;
- teab infovahetuse aluseid;
- tunneb ergoodilise teooria põhimõisteid ja peamisi tulemusi;
- teab maksimaalse entroopia printsiipi ning selle tähendust;
- on võimeline iseseisvalt lugema informatsiooniteooria-alast kirjandust,
- on tunduvalt rikastanud oma maailmapilti.","Praktikumiülesannete lahendamine,  teooriaküsimustele vastamine suulisel arvestusel."
ARSK.03.017,ARSK.03.017,Sissejuhatus laborimeditsiini,Introduction to the Laboratory Medicine,2.0,kevad,"Eristamata (arv, m.arv, mi)",eesti keel,Tartu linn,integreeritud bakalaureuse- ja magistriõpe,põimõpe,ARFS.01.063 (Inimese füsioloogia) JA ARBK.01.043 (Meditsiiniline biokeemia) JA ARMP.03.031 (Patofüsioloogia),"Anda tudengitele ettekujutus sagedasematest põhjustest, mis mõjutavad laboratoorsete uuringute tulemusi. Õpeteda tõlgendama mõningate testide tulemusi ja hinnata haiguste  riske.",Tutvustada proviisori-õppe üliõpilastele laborimeditsiini üldisi põhimõtteid ning sagedamini kasutatavaid laboratoorseid uuringuid.,"Saada ettekujutus sagedasematest põhjustest, mis mõjutavad laboratoorsete uuringute tulemusi: patsiendi ettevalmistus, analüütilised ja bioloogilised põhjused, ravimid. Mõningate testitulemuste tõlgendamine. Haiguse riskide hindamine.","Kohustuslik.on osaleda loengutes, praktikumides, seminarides.

 Avatud küsimustega testi küsimusest peab olema õigesti vastatud  vähemalt  67%."
LTAT.01.003,LTAT.01.003,Tehisintellekt,Artificial Intelligence,6.0,kevad,"Eristav (A, B, C, D, E, F, mi)",eesti keel,,bakalaureuseõpe,põimõpe,(HVEE.04.028 (Programmeerimine Pythonis tekstiandmetega) VÕI LTAT.03.005 (Algoritmid ja andmestruktuurid) VÕI LTAT.03.001 (Programmeerimine)),"Masinõpe, tehisnärvivõrgud. Pilditöötlus, kõneliidesed. Loomuliku keele töötlus. Robotid ja isesõitvad autod.
Mängude strateegia ja mitte mängitavate tegelaste käitumine... Profit!

Õppeaine sobib neile, kes on juba saanud selgeks programmeerimist, algoritme ja andmestruktuure, ning on valmis õppida rakendada neid praktiliste ülesannete lahendamiseks. Peamine sihtgrupp on 2.-3. kursuse informaatika bakatudengid, kuid vajalike taustateadmiste ja -oskuste olemasolul on kõik vaprad ja kartmatud teretulnud!","Kuidas saab automaatselt tuvastada, kas pildi peal olev inimene on Jaak Vilo? Millised algoritmid juhivad tolmuimeja rooboteid ja isesõitvaid autosid? Kas inimkeelt saab modelleerida kasutades suurt hulka tekste internetist? Kursuse eesmärk on tutvuda tehisintellektiga, ning mõnede selle valdkonna harudega nagu masinõpe, loomuliku keele töötlus, pilditöötlus, jt. Tutvuda saab nii teoreetilise küljega (probleemid, lahendused, algoritmid), kui ka praktiliselt, lahendades tehisintellekti ülesandeid praktikumites ning kodutöö jooksul.","Kursuse põhiteemad on:, - masinõpe, - pilditöötlus, kõnetöötlus, loomuliku keele (teksti) töötlus, - robotite ja agentide käitumise modelleerimine, - mängude strateegia, Kursuse läbinud tudeng on tutvunud nende teemade teoreetilise taustaga, tunneb nende aktuaalseid ülesandeid, nende olemasolevaid lahendusi, ning kust alustada, kui on vaja ise neid lahendada.",Koduülesanded (kuni 42 punkti) + loengute küsimused (kuni 15 punkti) + eksam (kuni 42 punkti) + tagasiside (1 punkt) + boonuspunktid
